BFS Gde-nummer,Kanton,Gemeindename,Name_clean,Wohnpreis (aktuell)    ,Wohnpreis (vgl. Region),Wohnpreis (Entwicklung),Baulandpreis (aktuell) ,Baulandpreis (Entw.)   ,Bevölkerung (Prognose) ,Alterung (Prognose)    ,Beschäftigte (Prognose),Erreichbarkeit ÖV      ,Erreichbarkeit MIV     ,Steuern_DINKs          ,Gemeinde,Innenentwicklungspotenzial
3393,SG,Lütisburg,Lutisburg,191,0.8565022421524664,1.0213903743315509,100,1.0,109.29526123936816,1.3315857290521118,0.7933491686460807,104915,2500921,0.16476006944444443,Lütisburg,0.0
4826,TG,Mammern,Mammern,258,1.0886075949367089,1.167420814479638,520,1.1063829787234043,126.54232424677188,1.037764642106592,0.8916155419222903,166688,1966907,0.14877395833333334,Mammern,0.06
3253,SG,Marbach (SG),Marbach_SG,202,0.9528301886792453,1.015075376884422,170,0.85,91.05578607653297,1.2489466697287275,0.8614232209737829,155132,763437,0.1514375,Marbach (SG),0.4
4591,TG,Matzingen,Matzingen,224,0.986784140969163,1.0821256038647342,470,1.3055555555555556,115.21394611727416,1.3556972373707665,1.0439856373429084,386968,2837343,0.15444722222222224,Matzingen,0.08
3293,SG,Mels,Mels,216,0.9191489361702128,1.085427135678392,430,0.9555555555555556,113.40152384928504,1.2181640203583644,0.8602268569337723,231223,1008288,0.166496875,Mels,0.3
3394,SG,Mosnang,Mosnang,219,1.0895522388059702,1.123076923076923,120,1.2,93.4250251593425,1.2651346230527356,0.8430232558139534,172553,2328909,0.1670767361111111,Mosnang,0.0
3202,SG,Muolen,Muolen,204,0.9272727272727272,1.0355329949238579,220,0.6470588235294118,108.300395256917,1.3110088390758974,0.7245508982035928,319250,968468,0.16128472222222223,Muolen,0.0
4941,TG,Märstetten,Marstetten,212,0.933920704845815,1.065326633165829,280,0.7368421052631579,114.71279811891165,1.182466929682061,0.9843363561417973,446876,2247187,0.15444722222222224,Märstetten,0.02
3214,SG,Mörschwil,Morschwil,253,1.15,1.0585774058577406,820,1.0,95.64151457368564,1.0877873437957641,0.8966597077244259,325602,1162723,0.13290069444444447,Mörschwil,0.47
4831,TG,Müllheim,Mullheim,227,1.0,1.1073170731707318,270,0.9,126.72645739910314,1.0844523845506162,1.0393343419062029,381502,2381936,0.14924618055555555,Müllheim,0.0
4746,TG,Münchwilen (TG),Munchwilen_TG,222,0.9955156950672646,1.062200956937799,500,0.7246376811594203,140.57873485868103,1.0789703099949588,1.2040742088032013,499403,2749457,0.15444722222222224,Münchwilen (TG),0.27
4691,TG,Münsterlingen,Munsterlingen,225,0.9493670886075949,1.0613207547169812,660,0.8048780487804879,120.2439024390244,0.9696052273070443,1.0718509757539918,252397,1593975,0.13837222222222223,Münsterlingen,0.97
3396,SG,Neckertal,Neckertal,189,0.9402985074626866,1.092485549132948,100,1.0,95.15576323987538,1.210302991297879,0.8231454005934717,378704,2144846,0.16186319444444444,Neckertal,0.0
3360,SG,Nesslau,Nesslau,197,0.9800995024875622,1.132183908045977,100,1.0,100.84832904884318,1.0963280694266608,0.860091743119266,136988,1407185,0.1583871527777778,Nesslau,0.0
4601,TG,Neunforn,Neunforn,236,1.039647577092511,1.0727272727272728,420,0.7636363636363637,105.5258467023173,1.2280679526569742,0.8746803069053709,237298,2544990,0.1416829861111111,Neunforn,0.0
3422,SG,Niederbüren,Niederburen,214,0.9727272727272728,1.1030927835051547,150,0.6521739130434783,97.3185088293002,1.3109522692675328,0.7039337474120083,292635,2133153,0.16186319444444444,Niederbüren,0.0
3423,SG,Niederhelfenschwil,Niederhelfenschwil,213,0.9551569506726457,1.0544554455445545,180,0.9473684210526315,106.20060790273556,1.2465916230283638,0.7448818897637797,224102,2019960,0.15259375,Niederhelfenschwil,0.01
3424,SG,Oberbüren,Oberburen,216,0.968609865470852,1.1134020618556701,360,0.8181818181818182,113.07659754549302,1.2597438696333947,1.165580182529335,432050,2352132,0.15027708333333334,Oberbüren,0.01
3254,SG,Oberriet (SG),Oberriet_SG,219,1.0330188679245282,1.1116751269035532,290,0.8787878787878788,122.38344180091752,1.1810513626131356,1.0210084033613445,163457,948781,0.14969513888888888,Oberriet (SG),0.04
3407,SG,Oberuzwil,Oberuzwil,226,1.0134529147982063,1.0970873786407767,410,0.82,106.92570072667952,1.175554602505828,0.9398809523809524,501544,2286623,0.1601284722222222,Oberuzwil,0.2
4841,TG,Pfyn,Pfyn,230,1.013215859030837,1.1004784688995215,370,1.15625,108.95915678524374,1.227426071649085,1.015748031496063,305990,2267955,0.15728645833333332,Pfyn,0.01
3294,SG,Pfäfers,Pfafers,206,0.8765957446808511,1.197674418604651,150,0.75,100.98522167487685,1.097930362003819,1.0757211538461537,147479,767181,0.17287083333333333,Pfäfers,0.0
3295,SG,Quarten,Quarten,232,0.9872340425531915,1.0841121495327102,390,1.4444444444444444,120.51529790660226,1.0792255260298331,0.855855855855856,353618,1485833,0.15433402777777777,Quarten,0.0
4846,TG,Raperswilen,Raperswilen,214,0.9427312775330396,1.0808080808080809,110,1.1,109.0909090909091,1.1241152521139994,0.904191616766467,127976,1860252,0.16011840277777778,Raperswilen,0.0
3340,SG,Rapperswil-Jona,Rapperswil_Jona,303,1.0978260869565217,1.1139705882352942,1970,1.23125,108.7563848639633,1.1817541504365632,1.147194438533021,1171551,3031949,0.13521770833333335,Rapperswil-Jona,0.91
3255,SG,Rebstein,Rebstein,211,0.9952830188679245,1.0343137254901962,290,1.380952380952381,117.0770139846366,1.1086106670462463,1.0240384615384615,283437,783831,0.15085555555555555,Rebstein,0.69
3235,SG,Rheineck,Rheineck,206,0.9363636363636364,1.1016042780748663,320,0.7272727272727273,118.89584519066591,1.0591410702942536,0.8637096774193548,343526,1042345,0.15780729166666668,Rheineck,1.04
4751,TG,Rickenbach (TG),Rickenbach_TG,212,0.9506726457399103,1.0816326530612246,390,0.9069767441860465,113.95725388601036,1.1584170222261116,1.0452716297786722,498932,2628103,0.1525527777777778,Rickenbach (TG),0.28
4431,TG,Roggwil (TG),Roggwil_TG,219,1.0233644859813085,1.0330188679245282,320,0.6808510638297872,138.46379360891234,1.0882732083352133,0.9606537530266345,279527,1085683,0.15113645833333333,Roggwil (TG),0.04
4436,TG,Romanshorn,Romanshorn,206,0.9626168224299065,1.0729166666666667,470,0.7833333333333333,130.65965745294218,1.0335700474348146,1.0396408605793666,578034,931995,0.1596489583333333,Romanshorn,0.46
3215,SG,Rorschach,Rorschach,209,0.95,1.050251256281407,590,0.6704545454545454,111.10570371812342,1.1658573745081564,0.9903773107115725,484843,1006899,0.1670767361111111,Rorschach,1.23
3216,SG,Rorschacherberg,Rorschacherberg,212,0.9636363636363636,1.1157894736842104,460,1.15,116.95178849144635,1.0511103812534754,0.9579100145137881,373253,1006834,0.14912187500000001,Rorschacherberg,0.84
3256,SG,Rüthi (SG),Ruthi_SG,210,0.9905660377358491,1.0994764397905759,230,0.92,129.81390049373337,1.1780900186992198,0.8462291870714985,200475,829297,0.155490625,Rüthi (SG),0.0
4851,TG,Salenstein,Salenstein,238,1.0042194092827004,1.0484581497797356,590,0.8939393939393939,118.41746248294679,0.9111117840369496,0.9043624161073827,92819,1607971,0.13742604166666667,Salenstein,0.0
4441,TG,Salmsach,Salmsach,216,1.0093457943925233,1.1191709844559585,140,1.0769230769230769,123.0956733698964,1.2125858300115728,0.9636803874092009,254482,961053,0.1553920138888889,Salmsach,0.0
3296,SG,Sargans,Sargans,227,0.9659574468085106,1.0460829493087558,840,0.84,125.82010582010582,1.210674634488503,1.1489230769230767,311602,1576442,0.1670767361111111,Sargans,0.61
2939,SH,Schaffhausen,Schaffhausen,236,1.0172413793103448,1.145631067961165,920,1.0222222222222221,105.4749458115517,1.030243335340466,1.1083290043290044,944787,1993371,0.14443784722222222,Schaffhausen,0.96
4546,TG,Schlatt (TG),Schlatt_TG,195,0.8227848101265823,1.0,230,1.2105263157894737,135.12092534174553,1.093874841518551,0.8531073446327683,237296,2317383,0.14971666666666666,Schlatt (TG),0.14
3338,SG,Schmerikon,Schmerikon,260,0.9420289855072463,1.0833333333333333,920,1.1794871794871795,109.59036144578313,1.1386798784007977,0.9698630136986301,335327,2680506,0.15780729166666668,Schmerikon,0.09
3315,SG,Schänis,Schanis,222,0.8043478260869565,1.1269035532994924,220,1.375,108.55704697986577,1.2195190787988257,0.8580952380952381,415802,2751563,0.16476006944444443,Schänis,0.01
